City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Abbeville,FR,2021-11-15 16:51:19,50.1,1.8333,49.96,77,76,8.3
280,Phalodi,IN,2021-11-15 16:51:20,27.1333,72.3667,71.51,15,0,4.34
281,Akdepe,TM,2021-11-15 16:51:20,42.0551,59.3788,42.8,54,94,7.45
282,Hakkari,TR,2021-11-15 16:51:21,37.5833,44.1667,44.35,40,100,4.25
283,Lubango,AO,2021-11-15 16:51:22,-14.9172,13.4925,61.32,92,100,6.24
284,Imatra,FI,2021-11-15 16:51:22,61.1719,28.7524,33.13,87,99,1.99
285,Bogalusa,US,2021-11-15 16:51:23,30.791,-89.8487,71.01,60,1,0.0
286,Berlevag,NO,2021-11-15 16:51:24,70.8578,29.0864,31.8,93,90,4.61
287,Havre,FR,2021-11-15 16:51:25,49.5833,0.3333,47.97,81,90,4.61
288,Lensk,RU,2021-11-15 16:51:25,60.7253,114.9278,17.11,98,100,2.62
289,Kodiak,US,2021-11-15 16:51:26,57.79,-152.4072,15.31,86,1,8.05
290,Abha,SA,2021-11-15 16:47:15,18.2164,42.5053,62.42,82,0,11.5
291,Vestmannaeyjar,IS,2021-11-15 16:51:27,63.4427,-20.2734,43.79,61,75,28.77
292,Pottsville,US,2021-11-15 16:50:01,40.6857,-76.1955,45.21,81,86,13.4
293,Narsaq,GL,2021-11-15 16:51:29,60.9167,-46.05,5.47,71,2,6.53
294,Kabanjahe,ID,2021-11-15 16:51:29,3.1001,98.4908,63.86,95,94,3.27
295,Venado Tuerto,AR,2021-11-15 16:51:30,-33.7456,-61.9688,82.78,37,0,11.16
296,Tanout,NE,2021-11-15 16:51:30,14.9709,8.8879,88.03,10,98,9.15
297,San Policarpo,PH,2021-11-15 16:51:31,12.1791,125.5072,80.28,83,100,12.68
298,Porto Velho,BR,2021-11-15 16:46:46,-8.7619,-63.9039,89.65,58,40,5.75
299,Hay River,CA,2021-11-15 16:51:32,60.8156,-115.7999,19.38,93,90,4.61
300,Piritiba,BR,2021-11-15 16:51:33,-11.7303,-40.5553,77.25,68,99,7.16
301,Chillicothe,US,2021-11-15 16:48:25,39.3331,-82.9824,43.32,66,40,1.99
302,Lalmohan,BD,2021-11-15 16:51:34,22.3384,90.7419,72.21,81,69,6.33
303,Matara,LK,2021-11-15 16:51:34,5.9485,80.5353,78.08,90,83,11.86
304,Roald,NO,2021-11-15 16:51:35,62.5833,6.1333,49.33,87,75,13.8
305,Huaidian,CN,2021-11-15 16:51:36,33.4333,115.0333,53.19,58,100,8.5
306,Petropavlovsk-Kamchatskiy,RU,2021-11-15 16:51:36,53.0452,158.6483,28.99,100,90,6.71
307,Ngunguru,NZ,2021-11-15 16:51:37,-35.6167,174.5,59.16,84,0,9.93
308,Clyde River,CA,2021-11-15 16:51:05,70.4692,-68.5914,7.03,72,75,5.75
309,Leningradskiy,RU,2021-11-15 16:51:38,69.3833,178.4167,14.54,95,100,7.54
310,Trincomalee,LK,2021-11-15 16:51:39,8.5711,81.2335,79.9,78,60,15.17
311,Kruisfontein,ZA,2021-11-15 16:51:40,-34.0033,24.7314,67.89,66,98,11.92
312,Pinawa,CA,2021-11-15 16:51:41,50.1489,-95.8811,27.84,79,62,7.74
313,Mujiayingzi,CN,2021-11-15 16:51:41,42.1167,118.7833,27.43,79,3,5.7
314,Hami,CN,2021-11-15 16:51:42,42.8,93.45,34.16,46,94,2.01
315,San Joaquin,US,2021-11-15 16:51:43,37.9333,-121.3011,57.13,98,90,4.61
316,Rio De Janeiro,BR,2021-11-15 16:51:17,-22.9028,-43.2075,85.95,51,0,16.11
317,Bowen,AU,2021-11-15 16:51:02,-20.0167,148.2333,71.82,78,27,11.03
318,Ban Nahin,LA,2021-11-15 16:51:44,18.2418,104.2122,71.49,78,95,4.0
319,Lompoc,US,2021-11-15 16:51:45,34.6391,-120.4579,86.13,61,1,0.0
320,Sampit,ID,2021-11-15 16:51:46,-2.5333,112.95,73.2,97,100,2.01
321,Padang,ID,2021-11-15 16:51:47,-0.9492,100.3543,77.18,81,97,2.8
322,Majene,ID,2021-11-15 16:51:47,-3.5403,118.9707,75.36,95,100,2.95
323,Challans,FR,2021-11-15 16:52:48,46.8436,-1.8749,49.26,78,7,8.03
324,Sobolevo,RU,2021-11-15 16:52:49,54.4299,31.8996,27.7,79,15,5.08
325,Tahoua,NE,2021-11-15 16:52:50,14.8888,5.2692,96.78,13,0,2.3
326,Gazojak,TM,2021-11-15 16:52:50,41.1875,61.4036,43.43,44,70,8.66
327,Arang,IN,2021-11-15 16:52:51,21.2,81.9667,77.32,84,31,5.95
328,Nur,PL,2021-11-15 16:52:52,52.6683,22.3221,42.58,73,92,9.22
329,Harper,LR,2021-11-15 16:52:52,4.375,-7.7169,82.15,75,48,6.93
330,Alvorada,BR,2021-11-15 16:52:53,-12.48,-49.1247,74.08,89,100,4.92
331,Mabaruma,GY,2021-11-15 16:52:54,8.2,-59.7833,82.56,76,13,6.08
332,Port Macquarie,AU,2021-11-15 16:50:57,-31.4333,152.9167,55.36,62,0,11.36
333,Chengde,CN,2021-11-15 16:52:55,40.9725,117.9361,33.49,77,0,2.55
334,Kungurtug,RU,2021-11-15 16:52:55,50.5994,97.5228,22.64,82,100,2.86
335,La Ronge,CA,2021-11-15 16:52:57,55.1001,-105.2842,28.65,100,90,4.61
336,Makakilo City,US,2021-11-15 16:52:57,21.3469,-158.0858,72.28,80,75,4.61
337,Canaries,ES,2021-11-15 16:52:58,28.0,-15.5,66.4,66,20,1.99
338,Hambantota,LK,2021-11-15 16:52:58,6.1241,81.1185,79.77,83,77,16.08
339,Aksu,CN,2021-11-15 16:52:59,41.1231,80.2644,36.03,44,29,4.59
340,Lucapa,AO,2021-11-15 16:53:00,-8.4192,20.7447,69.4,92,86,4.0
341,Jalu,LY,2021-11-15 16:53:00,29.0331,21.5482,76.05,31,99,6.71
342,Mbaiki,CF,2021-11-15 16:53:01,3.8678,17.9892,71.46,98,100,1.79
343,Pinheiral,BR,2021-11-15 16:53:01,-22.5128,-44.0006,78.13,49,89,5.59
344,Jasper,US,2021-11-15 16:52:59,37.2001,-94.3502,62.53,39,20,8.01
345,Nurota,UZ,2021-11-15 16:53:02,40.5614,65.6886,33.89,57,29,4.68
346,Molchanovo,RU,2021-11-15 16:53:03,57.5817,83.7692,8.47,90,99,7.34
347,Verkhnyaya Inta,RU,2021-11-15 16:53:04,65.9811,60.3094,16.88,94,100,13.62
348,Jackson,US,2021-11-15 16:48:18,42.4165,-122.8345,58.24,93,90,3.44
349,Novopokrovka,UA,2021-11-15 16:53:05,49.8425,36.5477,32.38,62,29,10.51
350,Hualmay,PE,2021-11-15 16:53:06,-11.0964,-77.6139,69.44,70,70,10.78
351,Paamiut,GL,2021-11-15 16:53:06,61.994,-49.6678,10.81,75,0,9.48
352,Dunedin,NZ,2021-11-15 16:53:07,-45.8742,170.5036,48.4,86,65,7.58
353,Lata,PT,2021-11-15 16:53:08,40.1629,-8.3327,60.35,61,0,4.99
354,Srednekolymsk,RU,2021-11-15 16:53:08,67.45,153.6833,8.65,96,100,4.94
355,Pacific Grove,US,2021-11-15 16:53:09,36.6177,-121.9166,70.63,72,1,4.0
356,Pervomayskoye,RU,2021-11-15 16:53:09,43.919,46.7102,45.09,88,100,10.83
357,Mareeba,AU,2021-11-15 16:53:10,-17.0,145.4333,75.92,93,54,2.53
358,Oranjemund,NA,2021-11-15 16:53:11,-28.55,16.4333,63.99,86,0,16.4
359,Wageningen,NL,2021-11-15 16:53:12,51.9667,5.6667,44.19,90,90,8.05
360,Masuguru,TZ,2021-11-15 16:53:12,-11.3667,38.4167,89.98,33,59,12.66
361,Bonthe,SL,2021-11-15 16:53:13,7.5264,-12.505,83.08,72,47,9.55
362,Sakaiminato,JP,2021-11-15 16:53:14,35.55,133.2333,48.18,93,75,4.61
363,Santa Rosa,PH,2021-11-15 16:50:27,14.3122,121.1114,83.91,78,47,10.07
364,Bermejillo,MX,2021-11-15 16:53:15,25.8833,-103.6167,72.84,27,1,2.84
365,Nisia Floresta,BR,2021-11-15 16:53:15,-6.0911,-35.2086,88.61,55,100,13.87
366,Mandan,US,2021-11-15 16:53:16,46.8267,-100.8896,45.03,90,40,3.0
367,Nome,US,2021-11-15 16:53:16,64.5011,-165.4064,2.57,97,54,5.12
368,Labuan,MY,2021-11-15 16:53:17,5.2767,115.2417,78.96,100,20,0.0
369,Gracac,HR,2021-11-15 16:53:18,44.3006,15.8547,51.55,88,100,8.97
370,Ahipara,NZ,2021-11-15 16:54:18,-35.1667,173.1667,61.03,90,9,9.48
371,Yulara,AU,2021-11-15 16:54:19,-25.2406,130.9889,64.24,42,0,6.91
372,Taoudenni,ML,2021-11-15 16:54:20,22.6783,-3.9836,83.23,13,37,10.92
373,Olden,NO,2021-11-15 16:54:21,61.8364,6.8064,49.12,99,100,10.2
374,Katsuura,JP,2021-11-15 16:53:50,35.1333,140.3,59.18,73,66,4.59
375,Naze,JP,2021-11-15 16:54:22,28.3667,129.4833,63.54,60,11,7.36
376,Karratha,AU,2021-11-15 16:54:22,-20.7377,116.8463,78.93,52,28,10.42
377,Sorland,NO,2021-11-15 16:54:23,67.667,12.6934,44.67,79,87,22.59
378,Salinas,US,2021-11-15 16:51:09,36.6777,-121.6555,71.04,65,1,8.05
379,Saint-Leu,RE,2021-11-15 16:54:24,-21.15,55.2833,76.06,97,53,4.9
380,Ust-Omchug,RU,2021-11-15 16:54:25,61.15,149.6333,2.5,99,93,3.87
381,Ambulu,ID,2021-11-15 16:54:26,-8.345,113.6058,74.25,95,100,1.61
382,Barcelos,PT,2021-11-15 16:54:26,41.5388,-8.6151,64.08,66,10,5.3
383,Lambarene,GA,2021-11-15 16:54:27,-0.7001,10.2406,77.56,89,70,7.27
384,Mitu,CO,2021-11-15 16:51:25,1.1983,-70.1733,83.28,78,87,4.79
385,Isangel,VU,2021-11-15 16:54:28,-19.55,169.2667,75.61,82,4,7.09
386,Iqaluit,CA,2021-11-15 16:54:29,63.7506,-68.5145,4.73,71,20,8.01
387,Wanaka,NZ,2021-11-15 16:54:29,-44.7,169.15,42.89,96,96,6.55
388,Norrtalje,SE,2021-11-15 16:54:30,59.758,18.705,42.03,88,39,10.69
389,Iquique,CL,2021-11-15 16:51:20,-20.2208,-70.1431,68.04,64,98,8.3
390,Vanderhoof,CA,2021-11-15 16:54:31,54.0166,-124.0198,32.67,95,100,4.12
391,Kachiry,KZ,2021-11-15 16:54:32,53.0675,76.1036,19.15,94,100,6.44
392,Rio Gallegos,AR,2021-11-15 16:54:32,-51.6226,-69.2181,51.85,24,40,23.02
393,Sitka,US,2021-11-15 16:51:48,57.0531,-135.33,30.09,93,20,5.75
394,Lingao,CN,2021-11-15 16:54:33,19.9103,109.6859,71.31,80,44,9.91
395,Mahad,IN,2021-11-15 16:54:34,18.0833,73.4167,79.16,80,83,0.69
396,Baker City,US,2021-11-15 16:54:34,44.7749,-117.8344,54.64,84,100,5.06
397,Sao Jose Da Coroa Grande,BR,2021-11-15 16:54:35,-8.8978,-35.1478,83.77,63,59,11.45
398,Chunskiy,RU,2021-11-15 16:54:36,56.0815,99.6342,28.04,94,100,4.14
399,Nevsehir,TR,2021-11-15 16:54:36,38.9167,34.6667,40.21,61,0,5.75
400,Langfang,CN,2021-11-15 16:54:37,39.5097,116.6947,35.87,76,1,0.45
401,Zwedru,LR,2021-11-15 16:54:37,6.0667,-8.1281,78.03,88,83,1.3
402,Guaratinga,BR,2021-11-15 16:54:38,-16.5667,-39.5667,75.87,69,100,9.57
403,Mmabatho,ZA,2021-11-15 16:54:38,-25.85,25.6333,94.96,10,20,11.5
404,Homer,US,2021-11-15 16:54:39,59.6425,-151.5483,15.76,77,1,5.26
405,Flin Flon,CA,2021-11-15 16:54:40,54.7682,-101.865,28.24,93,90,4.61
406,Cabedelo,BR,2021-11-15 16:54:41,-6.9811,-34.8339,90.27,65,90,13.27
407,Waipawa,NZ,2021-11-15 16:54:41,-41.4122,175.5153,60.03,70,1,25.08
408,La Asuncion,VE,2021-11-15 16:54:42,11.0333,-63.8628,83.12,70,26,15.46
409,Raahe,FI,2021-11-15 16:54:43,64.6833,24.4833,39.29,87,94,25.3
410,Kwinana,AU,2021-11-15 16:54:43,-32.25,115.7667,64.24,75,100,6.15
411,Xingyi,CN,2021-11-15 16:54:44,24.1877,102.817,54.12,99,99,3.89
412,Fare,PF,2021-11-15 16:54:44,-16.7,-151.0167,79.84,77,98,14.18
413,Port Shepstone,ZA,2021-11-15 16:54:45,-30.7414,30.455,72.16,88,100,13.89
414,Pyay,MM,2021-11-15 16:54:46,18.8167,95.2167,75.29,90,34,2.42
415,Khandyga,RU,2021-11-15 16:54:46,62.6667,135.6,-15.29,98,99,1.34
416,Qaanaaq,GL,2021-11-15 16:54:47,77.484,-69.3632,-0.47,66,100,11.05
417,Xiaoshi,CN,2021-11-15 16:54:47,41.2971,124.1209,15.82,96,10,0.54
418,Mon,IN,2021-11-15 16:55:48,26.75,95.1,58.91,90,2,3.29
419,Newala,TZ,2021-11-15 16:55:49,-10.9431,39.2787,74.34,56,45,12.46
420,Khani,GE,2021-11-15 16:55:49,41.9563,42.9566,47.77,96,99,2.95
421,Boffa,GN,2021-11-15 16:55:50,10.1667,-14.0333,87.51,55,65,4.63
422,Les Cayes,HT,2021-11-15 16:55:50,18.2,-73.75,87.1,59,28,8.86
423,Hopelchen,MX,2021-11-15 16:55:51,19.7667,-89.85,83.75,47,29,3.85
424,Dulce Nombre De Culmi,HN,2021-11-15 16:55:52,15.1,-85.5333,82.63,50,72,4.56
425,Santarem,BR,2021-11-15 16:54:36,-2.4431,-54.7083,84.33,79,75,5.75
426,Qaqortoq,GL,2021-11-15 16:55:54,60.7167,-46.0333,13.84,55,0,23.6
427,Vysokogornyy,RU,2021-11-15 16:55:54,50.1167,139.15,8.69,96,91,4.5
428,Tarakan,ID,2021-11-15 16:55:55,3.3,117.6333,78.49,82,100,6.26
429,Rodrigues Alves,BR,2021-11-15 16:55:56,-7.738,-72.6509,89.8,71,94,1.3
430,San Felipe,VE,2021-11-15 16:55:57,10.3399,-68.7425,89.73,44,42,6.93
431,Kahului,US,2021-11-15 16:51:14,20.8947,-156.47,78.84,86,1,10.36
432,Taraz,KZ,2021-11-15 16:53:42,42.9,71.3667,34.21,80,90,2.24
433,Santa Maria Del Oro,MX,2021-11-15 16:55:59,25.9333,-105.3667,67.53,23,0,2.64
434,Kaniama,CD,2021-11-15 16:56:00,-7.5667,24.1833,71.49,83,91,2.44
435,Antofagasta,CL,2021-11-15 16:54:22,-23.65,-70.4,63.68,66,12,11.07
436,Ganzhou,CN,2021-11-15 16:56:01,28.8184,115.4327,61.9,46,100,2.55
437,Krutinka,RU,2021-11-15 16:56:02,56.0055,71.5113,9.81,92,29,9.13
438,Kropotkin,RU,2021-11-15 16:56:02,45.4375,40.5756,40.08,64,3,12.01
439,Castro,BR,2021-11-15 16:55:36,-24.7911,-50.0119,78.13,48,98,0.69
440,Urusha,RU,2021-11-15 16:56:04,54.05,122.9,13.55,81,10,1.12
441,Aykhal,RU,2021-11-15 16:56:04,66.0,111.5,-1.62,100,100,3.94
442,General Elizardo Aquino,PY,2021-11-15 16:56:05,-24.4333,-56.7,83.43,58,99,3.69
443,Xam Nua,LA,2021-11-15 16:56:06,20.4197,104.0439,59.9,98,100,2.19
444,Laredo,US,2021-11-15 16:54:50,27.5064,-99.5075,68.29,94,90,8.05
445,Malim,PH,2021-11-15 16:56:07,7.452,123.4312,78.55,85,100,2.86
446,Lithakia,GR,2021-11-15 16:56:07,37.7167,20.8333,64.58,74,98,5.12
447,Broome,US,2021-11-15 16:56:08,42.2506,-75.833,42.01,76,100,5.01
448,Vostok,RU,2021-11-15 16:56:09,46.4856,135.8833,8.89,92,30,5.17
449,Asbe Teferi,ET,2021-11-15 16:56:09,9.0833,40.8667,65.8,47,67,2.86
450,Mocuba,MZ,2021-11-15 16:56:10,-16.8392,36.9856,81.09,67,83,9.35
451,Hofn,IS,2021-11-15 16:56:11,64.2539,-15.2082,42.82,93,75,23.02
452,Taksimo,RU,2021-11-15 16:56:12,56.3444,114.8794,7.43,90,83,1.41
453,Kemijarvi,FI,2021-11-15 16:56:12,66.7131,27.4306,34.2,91,100,12.73
454,Jinchang,CN,2021-11-15 16:56:13,38.4953,102.1739,37.85,30,30,3.96
455,Wildomar,US,2021-11-15 16:51:36,33.5989,-117.28,84.06,18,1,1.99
456,Zachary,US,2021-11-15 16:56:14,30.6485,-91.1565,71.78,59,1,4.94
457,Idritsa,RU,2021-11-15 16:56:15,56.3316,28.8988,29.84,77,48,4.43
458,Batagay,RU,2021-11-15 16:56:15,67.6333,134.6333,-12.44,94,100,1.88
459,Toledo,ES,2021-11-15 16:54:52,39.8333,-4.0,60.12,53,3,1.3
460,Helena,US,2021-11-15 16:54:25,46.5927,-112.0361,62.17,34,99,1.99
461,Rawah,IQ,2021-11-15 16:56:17,34.4816,41.9093,67.17,25,100,6.4
462,Marquette,US,2021-11-15 16:56:18,46.5333,-87.6335,33.24,91,46,8.34
463,Newport,GB,2021-11-15 16:52:31,51.5877,-2.9984,53.85,89,100,1.52
464,Pimentel,PE,2021-11-15 16:57:19,-6.8367,-79.9342,71.89,64,0,13.8
465,Miri,MY,2021-11-15 16:57:19,4.4148,114.0089,75.34,100,20,0.0
466,Vesyegonsk,RU,2021-11-15 16:57:20,58.664,37.2604,29.08,76,78,7.11
467,Nanortalik,GL,2021-11-15 16:57:21,60.1432,-45.2371,23.31,57,0,45.83
468,Mildura,AU,2021-11-15 16:57:21,-34.2,142.15,49.96,62,75,5.75
469,Zhigansk,RU,2021-11-15 16:57:22,66.7697,123.3711,-25.76,100,88,4.03
470,Carora,VE,2021-11-15 16:57:23,10.1755,-70.0827,92.68,32,37,7.81
471,Lagarto,BR,2021-11-15 16:57:23,-10.9172,-37.65,82.69,67,89,10.16
472,Port Elizabeth,ZA,2021-11-15 16:57:24,-33.918,25.5701,70.09,78,0,27.63
473,Yuncheng,CN,2021-11-15 16:57:25,35.0231,110.9928,47.19,47,33,3.4
474,Turukhansk,RU,2021-11-15 16:57:26,65.8167,87.9833,-7.11,99,99,6.71
475,Buala,SB,2021-11-15 16:57:27,-8.145,159.5921,80.83,79,99,5.91
476,Bari,IT,2021-11-15 16:57:28,41.1177,16.8512,63.84,94,75,4.0
477,Palu,ID,2021-11-15 16:57:28,-0.8917,119.8707,75.83,95,100,3.13
478,Tukrah,LY,2021-11-15 16:57:29,32.5341,20.5791,69.94,79,0,12.84
479,Blagoyevo,RU,2021-11-15 16:57:30,63.3667,47.9167,23.72,82,100,9.82
480,Irece,BR,2021-11-15 16:57:30,-11.3042,-41.8558,80.71,52,100,8.23
481,Uhlove,UA,2021-11-15 16:57:31,44.8215,33.6045,44.56,65,99,17.92
482,Matay,EG,2021-11-15 16:57:32,28.419,30.7792,72.93,39,15,6.91
483,Cap-Aux-Meules,CA,2021-11-15 16:57:32,47.3821,-61.8597,46.45,76,75,12.66
484,Ust-Kuyga,RU,2021-11-15 16:57:33,70.0167,135.6,-9.76,98,100,2.59
485,Muncar,ID,2021-11-15 16:57:34,-8.4333,114.3333,74.75,94,100,4.23
486,Karla,EE,2021-11-15 16:57:34,59.3723,24.9275,30.06,88,90,11.5
487,Wanning,CN,2021-11-15 16:57:35,18.8003,110.3967,73.62,83,99,6.17
488,Sept-Iles,CA,2021-11-15 16:55:50,50.2001,-66.3821,37.06,97,90,5.01
489,Oriximina,BR,2021-11-15 16:57:36,-1.7656,-55.8661,92.14,48,94,3.13
490,Angoche,MZ,2021-11-15 16:57:37,-16.2325,39.9086,79.18,82,39,7.2
491,San Quintin,MX,2021-11-15 16:57:38,30.4833,-115.95,76.05,34,0,3.36
492,Garowe,SO,2021-11-15 16:57:39,8.4054,48.4845,74.95,64,88,16.04
493,Bathsheba,BB,2021-11-15 16:57:39,13.2167,-59.5167,88.41,62,40,25.32
494,Kohlu,PK,2021-11-15 16:57:40,29.8962,69.252,55.24,17,1,3.36
495,Savannah Bight,HN,2021-11-15 16:57:41,16.45,-85.85,80.65,75,71,9.6
496,Jacareacanga,BR,2021-11-15 16:57:42,-6.2222,-57.7528,94.06,45,100,3.09
497,Umm Kaddadah,SD,2021-11-15 16:57:43,13.6017,26.6876,83.34,14,4,9.28
498,Quatre Cocos,MU,2021-11-15 16:57:05,-20.2078,57.7625,76.08,68,17,8.68
499,Severo-Kurilsk,RU,2021-11-15 16:57:44,50.6789,156.125,35.98,62,53,20.56
500,Aklavik,CA,2021-11-15 16:57:45,68.2191,-135.0107,8.6,92,90,4.61
501,Dongsheng,CN,2021-11-15 16:57:45,39.8161,109.9776,30.38,43,0,4.54
502,Hirara,JP,2021-11-15 16:57:46,24.8,125.2833,73.83,59,43,16.87
503,Bilma,NE,2021-11-15 16:57:46,18.6853,12.9164,83.41,14,97,2.84
504,Talnakh,RU,2021-11-15 16:57:47,69.4865,88.3972,0.3,97,100,10.85
505,Diffa,NE,2021-11-15 16:57:48,13.3154,12.6113,86.68,12,55,8.63
506,Miraflores,MX,2021-11-15 16:57:48,19.2167,-98.8083,59.41,33,0,3.13
507,Simi Valley,US,2021-11-15 16:57:49,34.2695,-118.7815,83.35,33,4,1.16
508,Kabalo,CD,2021-11-15 16:58:50,-6.05,26.9167,78.06,66,84,4.76
509,Kushima,JP,2021-11-15 16:58:50,31.4583,131.2333,55.08,78,5,4.5
510,Namibe,AO,2021-11-15 16:58:51,-15.1961,12.1522,73.49,84,94,11.56
511,Yokadouma,CM,2021-11-15 16:58:52,3.5167,15.05,72.55,92,96,3.6
512,Danville,US,2021-11-15 16:55:48,36.586,-79.395,51.3,44,11,8.99
513,Scarborough,GB,2021-11-15 16:56:09,54.2797,-0.4044,53.51,89,99,5.01
514,Eidsvoll,NO,2021-11-15 16:58:54,60.3305,11.2616,42.89,95,75,5.99
515,Nicoya,CR,2021-11-15 16:58:54,10.1483,-85.452,85.55,65,13,8.88
516,Kulhudhuffushi,MV,2021-11-15 16:58:55,6.6221,73.07,81.03,80,95,17.27
517,Chara,RU,2021-11-15 16:58:56,56.9064,118.2631,7.38,80,62,0.87
518,Mugur-Aksy,RU,2021-11-15 16:58:56,50.35,90.5,10.38,60,67,15.66
519,Kalemie,CD,2021-11-15 16:58:02,-5.9475,29.1947,75.74,71,27,5.5
520,Wana,PK,2021-11-15 16:58:57,32.2989,69.5725,53.22,22,1,1.83
521,Vieques,PR,2021-11-15 16:58:58,18.425,-65.8329,88.66,70,13,14.0
522,Marfino,RU,2021-11-15 16:58:58,55.7028,37.3822,30.45,69,75,8.95
523,Acari,PE,2021-11-15 16:58:59,-15.4311,-74.6158,77.23,49,92,11.25
524,Panama City,PA,2021-11-15 16:58:19,8.9936,-79.5197,90.37,65,47,1.48
525,Muyezerskiy,RU,2021-11-15 16:59:00,63.9333,31.65,33.24,87,100,19.22
526,San Francisco,US,2021-11-15 16:56:08,37.7749,-122.4194,61.97,88,100,1.01
527,Bandarbeyla,SO,2021-11-15 16:59:01,9.4942,50.8122,78.78,67,100,11.83
528,Pecos,US,2021-11-15 16:59:02,31.4229,-103.4932,76.3,23,1,0.0
529,Shelburne,CA,2021-11-15 16:55:50,44.0787,-80.2041,35.67,83,60,13.27
530,Maniitsoq,GL,2021-11-15 16:59:03,65.4167,-52.9,14.07,77,96,6.67
531,Melita,CA,2021-11-15 16:59:04,49.2681,-100.9967,32.54,97,100,5.46
532,Broken Hill,AU,2021-11-15 16:57:52,-31.95,141.4333,55.11,67,2,12.66
533,Kangaatsiaq,GL,2021-11-15 16:59:05,68.3065,-53.4641,16.41,77,90,8.66
534,Ibra,OM,2021-11-15 16:58:13,22.6906,58.5334,71.56,47,2,1.14
535,Vieux Fort,LC,2021-11-15 16:59:06,13.7167,-60.95,87.12,66,75,23.02
536,Salinopolis,BR,2021-11-15 16:59:07,-0.6136,-47.3561,84.97,67,19,11.3
537,Adrar,MR,2021-11-15 16:59:08,20.5022,-10.0711,85.73,22,45,7.83
538,Ransang,PH,2021-11-15 16:59:08,8.9603,117.5828,78.78,85,64,2.44
539,Corum,TR,2021-11-15 16:59:09,40.5,34.75,44.2,46,100,4.47
540,West Chester,US,2021-11-15 16:55:35,39.9607,-75.6055,47.17,65,90,5.99
541,Sosnovka,RU,2021-11-15 16:59:10,56.255,51.2842,16.95,98,65,3.44
542,Requena,ES,2021-11-15 16:59:11,39.4883,-1.1004,54.18,55,3,5.99
543,Pandan,PH,2021-11-15 16:59:12,14.0453,124.1694,80.06,88,99,14.07
544,Podgornoye,RU,2021-11-15 16:59:12,51.735,39.1496,32.22,69,75,8.95
545,Sovetskiy,RU,2021-11-15 16:59:13,61.3614,63.5842,15.48,88,55,9.57
546,Odweyne,SO,2021-11-15 16:59:14,9.4092,45.064,74.5,37,30,6.58
547,San Roque,ES,2021-11-15 16:59:14,36.2107,-5.3842,70.61,52,20,9.22
548,Batticaloa,LK,2021-11-15 16:58:13,7.7102,81.6924,80.13,81,87,5.46
549,Bucksport,US,2021-11-15 16:59:15,44.5737,-68.7956,45.68,84,100,8.99
550,Redlands,US,2021-11-15 16:59:13,34.0556,-117.1825,84.04,23,2,2.64
551,Sunnyside,US,2021-11-15 16:54:25,46.3237,-120.0087,60.01,60,1,8.05
552,Lasa,IT,2021-11-15 16:59:17,46.6166,10.7002,47.03,91,96,2.04
553,Kasongo-Lunda,CD,2021-11-15 16:59:18,-6.4667,16.8167,74.08,92,34,1.63
554,Cap Malheureux,MU,2021-11-15 17:00:18,-19.9842,57.6142,76.46,73,5,3.0
555,Tombouctou,ML,2021-11-15 17:00:19,20.0,-3.0,85.75,19,100,8.61
556,Poplar Bluff,US,2021-11-15 17:00:20,36.757,-90.3929,55.13,48,71,8.99
557,Leticia,CO,2021-11-15 16:59:19,-4.2153,-69.9406,84.25,79,75,10.36
558,San Ignacio,BZ,2021-11-15 17:00:21,17.1561,-89.0714,70.83,99,100,3.78
559,Dicabisagan,PH,2021-11-15 17:00:22,17.0818,122.4157,77.79,91,87,7.61
